"rate_spread","population","minority_population","loan_amount","median_family_income","applicant_income","state","year","applicant_race","applicant_ethnicity","company_name"
3.67,9020,62.11000061,119,60300,72,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.41,4095,81.66000366,158,51600,115,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
5.38,1974,29.43000031,108,51600,96,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
4.26,3704,29.20999908,144,51600,73,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
8.8,4263,12.02999973,124,51600,67,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
4.88,6886,87.01999664,115,51600,100,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
6.36,2383,55.43000031,113,51600,78,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
6.36,5499,13.27999973,127,51600,52,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.3,6627,27.12999916,116,51600,68,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
5.34,5021,17.79000092,120,52000,135,"CA",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
4.8,8643,26.45999908,108,51600,42,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
4.64,4749,12.56999969,110,51600,52,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.96,4849,54.70999908,113,51600,105,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.49,3777,8.840000153,108,51600,74,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.47,7396,2.50999999,115,62900,41,"NY",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.04,3976,57.09000015,103,51600,90,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.24,5892,12.19999981,128,51600,73,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.5,6248,13.03999996,112,43800,157,"MS",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.04,3684,50.59999847,125,51600,56,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
4.59,3952,44.63999939,134,52700,57,"CA",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
4.9,3991,10.17000008,137,51600,66,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.42,5486,64.05000305,119,51600,65,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
3.53,4811,92.55999756,101,43800,42,"MS",2014,"Black or African American","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.59,3904,47.11000061,124,51600,198,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.35,2085,16.39999962,122,51600,74,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.46,7014,65.30000305,112,43800,94,"MS",2014,"Black or African American","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.35,2997,17.25,104,43800,55,"MS",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.45,3156,43.68999863,140,59400,180,"TX",2014,"American Indian or Alaska Native","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.49,4876,10.39999962,108,57400,60,"FL",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
3.57,5402,9.090000153,109,57100,66,"MS",2014,"Black or African American","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
2.3,6976,6.380000114,104,47100,35,"TN",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6,7214,92.26999664,115,60600,59,"CA",2014,"Native Hawaiian or Other Pacific Islander","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.5,5301,36.52000046,133,60600,54,"CA",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
3.82,5463,15.57999992,124,52500,220,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.2,3690,70.45999908,158,60600,89,"CA",2014,"Black or African American","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.45,2031,22.94000053,128,52500,50,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
5.47,6242,17.70000076,104,57400,72,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.48,2681,11.89999962,119,57400,81,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.5,3069,10.06999969,115,57400,68,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.02,6231,24.56999969,157,57400,134,"FL",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
3.31,6181,28.17000008,110,58400,55,"MS",2014,"Black or African American","Not Hispanic or Latino","21ST MORTGAGE (TN)"
3.7,6713,30.52000046,256,65600,,"TN",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.34,1836,92.09999847,103,63900,54,"NY",2014,"American Indian or Alaska Native","Not Hispanic or Latino","21ST MORTGAGE (TN)"
8.58,2568,18.03000069,107,51600,93,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.22,6923,59.15000153,122,58800,,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.14,6369,21.30999947,105,58800,45,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
9.19,8643,26.45999908,104,51600,134,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.44,2684,68.33000183,127,58800,96,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
4.4,7718,60.33000183,136,88500,55,"CA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
4.85,3647,83.69000244,122,51600,187,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.45,6791,31.42000008,103,51600,47,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.2,4774,12.18999958,104,51600,45,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
6.37,3491,10.56999969,109,51600,91,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.31,6030,23.52000046,107,51600,48,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.78,3367,63.79999924,145,51600,139,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
4.28,1126,37.02999878,110,51600,82,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
3.66,2711,50.97999954,103,51600,37,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
6.46,2002,45.59999847,111,51600,84,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
3.06,4029,25.98999977,144,58800,68,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.91,2711,50.97999954,116,51600,43,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.44,5720,10.64999962,120,51600,108,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.37,1424,38.06000137,117,51600,54,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.46,2825,14.43999958,105,51600,90,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.44,2711,50.97999954,117,51600,104,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.25,3847,33.18999863,129,51600,63,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
3.99,3577,15.90999985,117,51600,82,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.47,7769,21.54999924,133,58300,70,"WA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
5.58,4442,26.55999947,109,51600,97,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.31,6531,8.930000305,102,51600,125,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.17,9412,95.08000183,127,51600,94,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.12,5372,44.91999817,106,51600,44,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
4.65,3991,10.17000008,126,51600,40,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
2.82,5892,12.19999981,130,51600,69,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.75,2432,25.86000061,105,51600,82,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.46,7942,21.29999924,108,51600,99,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.25,3586,15.14000034,101,51600,63,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.99,6336,50.56999969,104,54600,97,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.44,5889,14.60000038,103,51600,97,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.45,4354,34.24000168,144,51600,203,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.04,4496,5.03000021,120,51700,58,"ME",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.03,3975,68.83000183,113,72700,149,"CA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.94,1017,2.950000048,130,58300,250,"MT",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.51,3182,4.269999981,115,48700,41,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.35,7312,30.17000008,103,57400,42,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.37,4007,28.64999962,118,57400,72,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
4.15,3996,6.130000114,104,48700,44,"FL",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
8.64,7715,87.61000061,116,51600,116,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
3.85,1455,31.62000084,109,51600,50,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Not Hispanic or Latino","21ST MORTGAGE (TN)"
9.03,6200,73.80999756,142,51600,96,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.41,3577,15.90999985,131,51600,54,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.34,8093,55.47000122,126,51600,125,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.37,4375,59.75,114,51600,41,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
6.49,8133,4.570000172,112,51600,46,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
5.15,5359,6.659999847,102,51600,74,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.35,4697,12.26000023,110,51600,72,"TX",2014,"White","Hispanic or Latino","21ST MORTGAGE (TN)"
5.88,5892,12.19999981,110,51600,38,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
4.38,3807,30.22999954,127,51600,69,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
6.41,8643,26.45999908,143,51600,79,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
3.56,1424,38.06000137,158,51600,68,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.48,5499,13.27999973,107,51600,51,"TX",2014,"Information not provided by applicant in mail, Internet, or telephone application","Hispanic or Latino","21ST MORTGAGE (TN)"
3.6,3991,10.17000008,137,51600,59,"TX",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.37,4260,36.59999847,125,51600,84,"TX",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
7,7272,6.699999809,112,47100,75,"TN",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
5.69,2710,2.289999962,105,47100,47,"TN",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
6.41,3599,7.889999866,108,48700,67,"FL",2014,"White","Information not provided by applicant in mail, Internet, or telephone application","21ST MORTGAGE (TN)"
6.48,5276,3.390000105,137,51700,65,"ME",2014,"White","Not Hispanic or Latino","21ST MORTGAGE (TN)"
2.05,4928,47,118,63000,26,"NV",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.01,2767,43.54999924,109,63000,23,"NV",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.78,5602,32.70000076,123,53100,54,"OR",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.92,2426,9.520000458,276,61900,89,"AZ",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.04,1087,47.00999832,130,61900,84,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.05,3679,20.21999931,122,44400,91,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.64,6674,33.95000076,109,57900,32,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.1,6905,30.04000092,153,57900,80,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.53,5777,36.22999954,167,63000,34,"NV",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.23,6151,28.52000046,178,61900,81,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.17,4935,3.829999924,113,58000,45,"MI",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.77,5470,46.56000137,133,63000,39,"NV",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.8,7044,25.54999924,245,61900,84,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.72,6461,41.61999893,137,63000,44,"NV",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.17,1340,28.65999985,125,61900,52,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.92,6569,9.529999733,167,55800,53,"OR",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.78,6461,41.61999893,137,63000,58,"NV",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.97,6461,41.61999893,128,63000,34,"NV",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.09,4536,41.11999893,128,61900,47,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.63,5010,10.23999977,106,55200,29,"OR",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2,5337,3.799999952,159,64100,62,"VT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.61,5753,43.45999908,164,62000,37,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.77,3455,14.98999977,123,54000,46,"CA",2014,"Black or African American","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.83,2949,5.190000057,118,46100,60,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.07,7968,7.53000021,130,62400,45,"OR",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2,7059,20.73999977,142,69400,53,"OR",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.04,15422,35.22000122,104,70100,41,"GA",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","ACADEMY MORTGAGE CORPORATION (UT)"
2.06,5602,32.70000076,122,53100,69,"OR",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.95,6535,9.180000305,170,70000,47,"CO",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.66,3228,9.600000381,151,58300,111,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.56,8743,24.07999992,130,68200,71,"IN",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.67,3026,33.43999863,125,58300,32,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.79,6507,37.09999847,103,70000,45,"CO",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.71,4872,8.930000305,190,71500,68,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.96,3455,14.98999977,121,54000,41,"CA",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.88,9725,26.64999962,118,53800,31,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.11,6035,12.27999973,118,64200,28,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.05,13516,11.25,113,53800,47,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.67,8839,5.789999962,137,53800,32,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.77,3847,6.940000057,187,62000,53,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.97,3590,5.599999905,203,69400,81,"WA",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.68,6458,58.97000122,122,62000,37,"CO",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.09,6428,23.12999916,125,63700,44,"IN",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.86,5874,40.38000107,152,59500,53,"WA",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.97,5565,5.480000019,145,64200,30,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.69,11162,69.30999756,128,68400,52,"TX",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.86,2662,46.77000046,126,58800,40,"TX",2014,"White","Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.22,3879,22.25,139,52800,40,"ID",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.22,11032,33.70000076,114,61900,49,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.01,3144,26.55999947,112,43600,62,"AZ",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.2,4520,6.460000038,122,53600,34,"MI",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.93,1778,21.54000092,231,54700,94,"CA",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.69,3688,31.78000069,140,64200,39,"UT",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
2.06,4664,23.28000069,167,52800,124,"ID",2014,"White","Not Hispanic or Latino","ACADEMY MORTGAGE CORPORATION (UT)"
1.96,2227,5.03000021,140,52800,45,"ID",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","ACADEMY MORTGAGE CORPORATION (UT)"
3.14,7277,24.09000015,163,54800,75,"AZ",2014,"White","Not Hispanic or Latino","ADAMS BANK & TRUST (NE)"
1.83,3861,5.699999809,156,58600,65,"NE",2014,"White","Not Hispanic or Latino","ADAMS BANK & TRUST (NE)"
1.71,3443,14.86999989,156,107100,35,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.32,2688,2.900000095,108,60500,34,"VA",2014,"Black or African American","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.87,6689,9.329999924,149,62700,50,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.86,5322,7.690000057,134,52000,45,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.11,2629,2.970000029,137,52000,46,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.38,4924,8.369999886,132,63500,73,"WV",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.57,6177,5.800000191,113,60100,67,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
1.8,6913,26.11000061,109,76400,50,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
2.31,8135,7.079999924,122,62900,48,"VA",2014,"White","Not Hispanic or Latino","ALCOVA MORTGAGE (VA)"
1.51,6065,2.160000086,122,55500,44,"PA",2014,"White","Not Hispanic or Latino","ALLEGHENY MORTGAGE CORP. (PA)"
1.77,3372,20.11000061,137,54800,25,"AZ",2014,"White","Not Hispanic or Latino","ALLIANCE FINANCIAL RESOURCES (AZ)"
3.24,2755,4.28000021,123,61900,38,"AZ",2014,"White","Not Hispanic or Latino","ALLIANCE FINANCIAL RESOURCES (AZ)"
2.3,4897,23.45999908,265,51700,60,"CA",2014,"White","Not Hispanic or Latino","ALLIANCE FINANCIAL RESOURCES (AZ)"
2.09,7097,28.06999969,125,57600,90,"CO",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","ALPINE BANK (CO)"
1.87,3156,13.61999989,110,57600,56,"CO",2014,"White","Not Hispanic or Latino","ALPINE BANK (CO)"
2.4,7761,13.53999996,147,70700,61,"WY",2014,"White","Not Hispanic or Latino","AMCAP MORTGAGE LIMITED (TX)"
2.45,6852,15.38000011,117,70700,54,"WY",2014,"White","Not Hispanic or Latino","AMCAP MORTGAGE LIMITED (TX)"
2.02,4872,8.930000305,146,71500,36,"UT",2014,"Information not provided by applicant in mail, Internet, or telephone application","Information not provided by applicant in mail, Internet, or telephone application","AMCAP MORTGAGE LIMITED (TX)"
2.25,2294,73.66999817,123,58800,42,"TX",2014,"White","Not Hispanic or Latino","AMCAP MORTGAGE LIMITED (TX)"
3.37,11116,33.43000031,222,72700,,"CA",2014,"White","Not Hispanic or Latino","AMERICAN ADVISORS GROUP (CA)"
2.07,3876,4.260000229,150,69800,155,"MN",2014,"White","Not Hispanic or Latino","AMERICAN FEDERAL BANK (ND)"
1.9,5093,31.82999992,166,60700,47,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL NETWORK INC (CA)"
2.03,6218,25.75,214,60700,79,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL NETWORK INC (CA)"
2.31,6158,16.86000061,113,51700,43,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL NETWORK INC (CA)"
2.13,6799,30.39999962,111,61900,107,"AZ",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL NETWORK INC (CA)"
1.57,5590,54.88000107,255,60700,85,"CA",2014,"Asian","Not Hispanic or Latino","AMERICAN FINANCIAL NETWORK INC (CA)"
1.78,4526,18.46999931,118,57400,84,"FL",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL NETWORK INC (CA)"
1.7,2777,18.97999954,113,61900,28,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.99,3415,10.53999996,128,61900,69,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.64,5713,44.27999878,116,61900,34,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.03,4339,37.27000046,121,60700,44,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.25,5887,84.48999786,168,60700,37,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.7,4657,13.02999973,228,58000,150,"NV",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.56,2915,3.400000095,125,61700,40,"MN",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.65,4720,24.06999969,141,61900,43,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.76,6457,21.47999954,172,57900,59,"AZ",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.54,3417,38.34000015,103,57900,41,"AZ",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.55,4606,4.130000114,106,72200,31,"RI",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.81,7156,52.38000107,118,60700,43,"CA",2014,"White","Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.68,3974,45.70000076,128,60700,24,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.89,5093,31.82999992,124,60700,33,"CA",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.83,2355,2.25,107,48800,60,"MO",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
2.13,4679,12.52000046,124,58000,40,"SC",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.57,2522,4.960000038,133,48800,58,"MO",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
1.85,4074,6.599999905,123,62100,38,"OH",2014,"White","Not Hispanic or Latino","AMERICAN FINANCIAL RESOURCES (NJ)"
